date,z_fx,y10_spread,country,z_fx_hat,res_2nd
2020-05-13,0.43657644721121336,5.429,MXN,0.1248627443264001,0.31171370288481326
2020-05-14,0.17411462939323477,5.484999999999999,MXN,0.13565703670667634,0.03845759268655845
2020-05-15,-0.2220428309255945,5.474,MXN,0.13353672927483642,-0.3555795602004309
2020-05-18,-0.3502748379369449,5.361,MXN,0.11175538929320727,-0.4620302272301522
2020-05-19,-0.29698343376887926,5.379,MXN,0.1152249832725818,-0.41220841704146105
2020-05-20,-0.37851114053931906,5.398,MXN,0.11888733247303274,-0.4973984730123518
2020-05-22,-0.706147187434586,5.572,MXN,0.15242674094032016,-0.8585739283749062
2020-05-25,-0.8321195213595827,5.535,MXN,0.1452947977604947,-0.9774143191200774
2020-05-26,-0.9124026956508915,5.404999999999999,MXN,0.12023661902056704,-1.0326393146714585
2020-05-27,-0.7215068490013496,5.495,MXN,0.1375845889174402,-0.8590914379187898
2020-05-28,-0.6979684334266764,5.476999999999999,MXN,0.13411499493806556,-0.8320834283647419
2020-05-29,-0.8506752817092452,5.484,MXN,0.1354642814856002,-0.9861395631948454
2020-06-01,-0.8705735360335332,5.484,MXN,0.1354642814856002,-1.0060378175191333
2020-06-02,-0.6981257180746511,5.46,MXN,0.13083815617976746,-0.8289638742544185
2020-06-03,-0.6470852544784244,5.376,MXN,0.11464671760935297,-0.7617319720877773
2020-06-04,-0.4306484122847679,5.293,MXN,0.09864803426001478,-0.5292964465447827
2020-06-05,-0.2942986683561667,5.339,MXN,0.1075147744295274,-0.4018134427856941
2020-06-08,-0.4695778343542355,5.385999999999999,MXN,0.11657426982011632,-0.5861521041743518
2020-06-09,-0.31635390654960316,5.3740000000000006,MXN,0.11426120716720023,-0.4306151137168034
2020-06-10,-0.30013375503325257,5.383,MXN,0.11599600415688732,-0.4161297591901399
2020-06-11,0.21854948620106907,5.3629999999999995,MXN,0.11214089973536001,0.10640858646570905
2020-06-12,0.2602690968483616,5.297,MXN,0.09941905514432003,0.16085004170404155
2020-06-15,0.032807788735887224,5.247999999999999,MXN,0.08997404931157817,-0.05716626057569094
2020-06-16,-0.129610457214299,5.272,MXN,0.09460017461741108,-0.22421063183171008
2020-06-17,-0.18439939752718365,5.269,MXN,0.09402190895418194,-0.2784213064813656
2020-06-18,-0.019935843213081186,5.265000000000001,MXN,0.0932508880698766,-0.11318673128295778
2020-06-19,-0.09725764451410428,5.213,MXN,0.08322761657390558,-0.18048526108800986
2020-06-22,-0.258444026836042,5.224,MXN,0.08534792400574553,-0.34379195084178754
2020-06-23,-0.21116012917806742,5.218,MXN,0.08419139267928732,-0.29535152185735475
2020-06-24,0.06399997761879835,5.303,MXN,0.1005755864707783,-0.03657560885197995
2020-06-25,0.04686122645420404,5.257,MXN,0.09170884630126552,-0.044847619847061475
2020-06-26,0.0027643800254428513,5.252,MXN,0.09074507019588371,-0.08798069017044086
2020-06-30,-0.0023398810567378087,5.167,MXN,0.0743608764043928,-0.07670075746113061
2020-07-01,-0.03817778247863241,5.045999999999999,MXN,0.05103749465415274,-0.08921527713278515
2020-07-02,-0.046878764320531695,5.023,MXN,0.04660412456939645,-0.09348288888992815
2020-07-03,-0.18830525364330447,5.034,MXN,0.04872443200123647,-0.23702968564454094
2020-07-06,-0.28702546029918435,4.989,MXN,0.04005044705280009,-0.32707590735198444
2020-07-07,-0.2060789433545274,5.089,MXN,0.05932596916043656,-0.26540491251496395
2020-07-08,-0.12418770315306772,5.093,MXN,0.06009699004474196,-0.18428469319780968
2020-07-09,-0.03285623620773654,5.127,MXN,0.06665066756133828,-0.09950690376907481
2020-07-10,-0.0670373456786668,5.023,MXN,0.04660412456939646,-0.11364147024806326
2020-07-13,-0.06119769060371236,5.025,MXN,0.04698963501154932,-0.10818732561526168
2020-07-14,-0.043933963678936476,4.993,MXN,0.04082146793710568,-0.08475543161604215
