date,country,serie,z_score
2021-08-31,COP,FX,0.9687040704450203
2021-09-01,COP,FX,0.7327190960063713
2021-09-02,COP,FX,0.6496351654162009
2021-09-03,COP,FX,0.9790555883696921
2021-09-06,COP,FX,1.0236366921797564
2021-09-07,COP,FX,1.0122348278355995
2021-09-08,COP,FX,0.9559710254269363
2021-09-09,COP,FX,0.9150697028793364
2021-09-10,COP,FX,1.1034202692185406
2021-09-13,COP,FX,0.9543522097598036
2021-09-14,COP,FX,0.7833481760676033
2021-09-15,COP,FX,0.8718250385612564
2021-09-16,COP,FX,0.7931493089233912
2021-09-20,COP,FX,0.392163500393632
2021-09-21,COP,FX,0.6442340774726111
2021-09-22,COP,FX,0.5745121586646639
2021-09-23,COP,FX,0.6540002907901973
2021-09-24,COP,FX,0.477520138178851
2021-09-27,COP,FX,0.5728882301572319
2021-09-28,COP,FX,0.38269613903968114
2021-09-29,COP,FX,0.17081953509074432
2021-09-30,COP,FX,-0.03418097170271435
2021-10-01,COP,FX,-0.15299449375809873
2021-10-04,COP,FX,-0.2992173599767162
2021-10-05,COP,FX,-0.24145896189763397
2021-10-06,COP,FX,-0.3642681381009959
2021-10-07,COP,FX,-0.14426212260945437
2021-10-08,COP,FX,-0.2848032882355746
2021-10-12,COP,FX,-0.45772590038283933
2021-10-13,COP,FX,-0.6430448463745866
2021-10-14,COP,FX,-0.48724900693474416
2021-10-15,COP,FX,-0.2855392255533965
2021-10-18,COP,FX,-0.16681429669668243
2021-10-19,COP,FX,-0.12182226986376193
2021-10-20,COP,FX,-0.22375434711775913
2021-10-21,COP,FX,-0.051090859825691344
2021-10-22,COP,FX,-0.07346856692686946
2021-10-25,COP,FX,0.06719338833159973
2021-10-26,COP,FX,0.11753382521617384
2021-10-27,COP,FX,-0.004192770594903886
2021-10-28,COP,FX,0.022064472025520063
2021-10-29,COP,FX,0.0450692984316788
2021-11-02,COP,FX,0.07198122376021839
2021-11-03,COP,FX,-0.002764566485910074
2021-11-04,COP,FX,0.3888792645188466
2021-11-05,COP,FX,0.5921532073666539
2021-11-08,COP,FX,1.00965295145258
2021-11-09,COP,FX,0.9789869310063859
2021-11-10,COP,FX,0.8884433966733373
2021-11-11,COP,FX,0.7510262484527677
2021-11-12,COP,FX,0.690745277991104
2021-11-15,COP,FX,0.8767275736734177
2021-11-16,COP,FX,0.8224668087969028
2021-11-17,COP,FX,0.6967019917582068
2021-11-18,COP,FX,0.8175314600460802
2021-11-19,COP,FX,0.8537445021263016
2021-11-22,COP,FX,0.6647339026982005
2021-11-23,COP,FX,0.40430558747994666
2021-11-24,COP,FX,0.45241273389834163
2021-11-25,COP,FX,0.5916336368591782
2021-11-26,COP,FX,0.37939962349745493
2021-11-29,COP,FX,0.43605472161821834
2021-11-30,COP,FX,0.48742451004560466
2021-12-01,COP,FX,0.2806501019701348
2021-12-02,COP,FX,0.04189390558225359
2021-12-03,COP,FX,-0.28523943798062457
2021-12-06,COP,FX,-0.08421019691668821
2021-12-07,COP,FX,0.097251394781001
2021-12-09,COP,FX,-0.23159251372288414
2021-12-10,COP,FX,-0.4342043161723308
2021-12-13,COP,FX,-0.6282922007112823
2021-12-14,COP,FX,-0.7342826810282151
2021-12-15,COP,FX,-0.4867679281314402
2021-12-16,COP,FX,-0.11067907099733323
2021-12-17,COP,FX,0.03897976500377963
2021-12-20,COP,FX,-0.2641271236183762
2021-12-21,COP,FX,0.17260729380202375
2021-12-22,COP,FX,0.20162377882963392
2021-12-23,COP,FX,0.4507810978784885
2021-12-24,COP,FX,0.5377607317700779
2021-12-27,COP,FX,0.5997256417954542
2021-12-28,COP,FX,0.5266155490888993
2021-12-29,COP,FX,0.6026105596764721
2021-12-30,COP,FX,0.7679819490200539
2022-01-03,COP,FX,0.6131138513819852
2022-01-04,COP,FX,1.014952729046617
2022-01-05,COP,FX,0.9562563130311642
2022-01-06,COP,FX,0.6061975161802143
2022-01-07,COP,FX,0.5174276577785402
2022-01-10,COP,FX,0.709433196064419
2022-01-11,COP,FX,0.8909337600478422
2022-01-12,COP,FX,0.8387213690548134
2022-01-13,COP,FX,0.5028457277008247
2022-01-14,COP,FX,0.4040689004941061
2022-01-17,COP,FX,0.5761194689187941
2022-01-18,COP,FX,0.619504357738648
2022-01-19,COP,FX,0.9573981682561136
2022-01-20,COP,FX,0.5892114374020796
2022-01-21,COP,FX,0.09729066892435348
2022-01-24,COP,FX,-0.1074310057526698
2022-01-25,COP,FX,-0.23099683521206688
2022-01-26,COP,FX,0.00429813361019589
2022-01-27,COP,FX,-0.7176746702736332
2022-01-28,COP,FX,-0.7041042351077115
2022-01-31,COP,FX,-0.05835552885301893
2022-02-01,COP,FX,-0.06235656244336419
2022-02-02,COP,FX,-0.056864828717489414
2022-02-03,COP,FX,-0.3938255475259246
2022-02-04,COP,FX,0.084296973964809993
2022-02-07,COP,FX,0.07950230900266049
2022-02-08,COP,FX,0.14996159283395027
2022-02-09,COP,FX,0.3494697925779569
2022-02-10,COP,FX,0.2270308820826589
2022-02-11,COP,FX,-0.06270048573504534
2022-02-14,COP,FX,-0.05370531397744119
2022-02-15,COP,FX,0.28146824389137537
2022-02-16,COP,FX,0.3440634902774155
2022-02-17,COP,FX,0.2594501981527504
2022-02-18,COP,FX,-0.07630695572299376
2022-02-21,COP,FX,-0.3010400601479011
2022-02-22,COP,FX,-0.4038632322184979
2022-02-23,COP,FX,-0.42506566011659574
2022-02-24,COP,FX,-0.6985613683164567
