date,fitted_clp_oos,res_fx_oos,z_fx_oos,n_train_fx,clp,y10_clp_oos,fitted_y10_clp_oos,res_y10_oos,z_y10_oos,n_train_y10,stress_market_oos,stress_market_oos_30d,regime_oos
2018-06-12,629.5868259995369,0.005106446622773042,0.25552610330192194,1415,632.81,4.57,4.308435239697886,0.2615647603021145,1.4403557335650434,1415,0.8479409184334827,0.558069784115301,Condiciones neutrales
2018-06-19,644.1477616464194,-0.010609188107618017,-0.5317792620931047,1420,637.35,4.59966666666666,4.178211310682848,0.4214553559838121,2.313495203692987,1420,0.8908579707999411,0.6881865370921233,Condiciones neutrales
2018-06-26,637.9807885428243,0.0021907859225942516,0.10997853377219773,1425,639.38,4.575,4.151695858867619,0.42330414113238124,2.3068692340312986,1425,1.2084238839017483,0.8881562837807251,Estrés moderado
2018-07-04,643.6798182143016,0.012919820317732977,0.6493818465121897,1430,652.05,4.59008849557521,4.132135242112753,0.4579532534624571,2.47483809624589,1430,1.5621099713790398,0.9759668543161861,Estrés moderado
2018-07-11,647.2609245880916,0.004884185674398189,0.24571927081495992,1435,650.43,4.59714233576643,4.08002203532952,0.5171203004369094,2.7694436404146456,1435,1.5075814556148028,1.1156174381415045,Estrés moderado
2018-07-19,654.8444185832873,0.0010311352582386135,0.05196143437256859,1440,655.52,4.55892857142857,3.9693506473201268,0.5895779241084433,3.1203485639493493,1440,1.586154999160959,1.2671781998816622,Estrés moderado
2018-07-26,644.6049403151094,0.007010776419333453,0.35358236499529466,1445,649.14,4.55321428571428,4.072778886007782,0.48043539970649807,2.511295674539346,1445,1.4324390197673205,1.3645945501039685,Estrés moderado
2018-08-02,647.8521732451691,-0.010555085620408633,-0.5331633043460373,1450,641.05,4.53409090909091,4.077415759989286,0.4566751491016241,2.370021337527983,1450,0.9184290165909728,1.3691897244024738,Estrés moderado
2018-08-09,649.9575644459459,-0.009053081737873114,-0.4578301510453993,1455,644.1,4.49717948717949,4.0814405977352095,0.41573888944428017,2.1423523708968193,1455,0.84226110992571,1.3081625954064675,Estrés moderado
2018-08-17,661.7200578259516,0.006642253561327749,0.3364085329877528,1460,666.13,4.47272727272727,4.031769501788212,0.4409577709390584,2.2539419800579066,1460,1.2951752565228296,1.2636734762637658,Estrés moderado
2018-08-24,656.1837203998829,0.014218029659271991,0.7206501320599915,1465,665.58,4.43666666666667,4.032451091394119,0.40421557527255114,2.054370900087559,1465,1.3875105160737753,1.2436616530069278,Estrés moderado
2018-08-31,661.9273410544133,0.02011970223338011,1.0211301596587399,1470,675.38,4.45875,3.9929566369536786,0.4657933630463216,2.3535714252352777,1470,1.6873507924470088,1.2605276185546028,Estrés moderado
2018-09-07,662.618444294452,0.03317571596159752,1.679153786153574,1475,684.97,4.5,4.1065596203193095,0.39344037968069046,1.9753499002095563,1475,1.827251843181565,1.3263297557903102,Estrés moderado
2018-09-14,661.7735559150511,0.03126390836633153,1.574661140266216,1480,682.79,4.49,4.146448570270547,0.3435514297294535,1.716586938700645,1480,1.6456240394834305,1.4475289262723865,Estrés moderado
2018-09-26,652.420407686036,0.02784150726461121,1.3995654537120887,1485,670.84,4.5624526764088,4.175072980546176,0.38737969586262366,1.9303792797509782,1485,1.6649723667315335,1.5846474690733572,Estrés alto
2018-10-03,653.5403361217307,0.008182700238850593,0.411620148712905,1490,658.91,4.53582621082621,4.240538223828768,0.2952879869974421,1.4663103773352104,1490,0.9389652630240577,1.5252791368235619,Estrés alto
2018-10-10,646.6847194099512,0.05535314586613893,2.780312481521799,1495,683.49,4.57,4.382867362983532,0.1871326370164681,0.92815829355295,1495,1.8542353875373747,1.6030666154008284,Estrés alto
2018-10-18,654.9320411239836,0.022865631998870484,1.1405449191375188,1500,670.08,4.63333333333333,4.402586406261143,0.2307469270721869,1.1440082892404522,1500,1.1422766041889854,1.5122209173578245,Estrés alto
2018-10-25,651.2265799237315,0.05330197378470736,2.6423768428835346,1505,686.88,4.5725,4.430886729715784,0.1416132702842159,0.7024773064488795,1505,1.672427074666207,1.4864167892719315,Estrés moderado
2018-11-05,651.0148136888035,0.07048867612956666,3.4506374541131795,1510,698.56,4.5,4.477785808826457,0.02221419117354273,0.1103390410710773,1510,1.7804882475921284,1.5088941572900478,Estrés alto
2018-11-12,648.9093935229434,0.04887108319285005,2.3756747058256744,1515,681.41,4.53960393719241,4.507537773101543,0.03206616409086749,0.15950171719887787,1515,1.267588211512276,1.4426634647535048,Estrés moderado
2018-11-19,636.4624810874618,0.05494280292363385,2.6482616717221097,1520,672.41,4.45403846153846,4.572291602142105,-0.11825314060364533,-0.5891727714561638,1520,1.029544450132973,1.457759995938324,Estrés moderado
2018-11-26,643.4405380438236,0.04537622886697967,2.170472230597177,1525,673.31,4.38,4.542764471300064,-0.162764471300064,-0.8114376439397395,1525,0.6795172933287188,1.261973646903548,Estrés moderado
2018-12-03,650.3121109339775,0.03145083783192337,1.4995537207970613,1530,671.09,4.41875,4.405505296670473,0.013244703329527319,0.06610620115449402,1530,0.7828299609757776,1.2020658730346803,Estrés moderado
2018-12-10,649.1495007928748,0.03762641054297422,1.787555874827875,1535,674.04,4.3722619047619045,4.504831371709059,-0.13256946694715488,-0.6624664088320933,1535,0.5625447329978909,1.0170854827566274,Estrés moderado
2018-12-17,639.9400725434562,0.07014428621541935,3.3113253355975334,1540,686.44,4.36875,4.614970121401118,-0.2462201214011177,-1.231514341905106,1540,1.0399054968462136,0.8936550242989749,Estrés moderado
2018-12-24,634.6295647544737,0.08635661061870348,4.012275639813235,1545,691.87,4.257076923076924,4.786160988089513,-0.5290840650125892,-2.637101861969468,1545,0.6875868889218835,0.7969881372005763,Estrés moderado
